tempo,energy,valence,danceability,acousticness,loudness
128.983,0.695,0.672,0.727,0.407,-10.961
98.232,0.545,0.82,0.716,0.338,-6.949
84.845,0.239,0.184,0.435,0.99,-10.863
104.976,0.453,0.343,0.596,0.845,-9.536
153.683,0.513,0.844,0.653,0.964,-8.972
117.987,0.678,0.805,0.688,0.174,-9.999
90.02,0.762,0.516,0.508,0.00132,-8.775
94.934,0.616,0.551,0.674,0.512,-3.471
177.711,0.446,0.576,0.645,0.479,-6.057
173.923,0.506,0.296,0.415,0.133,-7.291
113.856,0.525,0.515,0.702,0.376,-5.028
139.974,0.762,0.876,0.669,0.0663,-12.308
88.009,0.531,0.785,0.747,0.266,-5.99
124.991,0.353,0.731,0.81,0.0473,-9.536
135.808,0.551,0.386,0.562,0.705,-8.879
129.931,0.394,0.501,0.759,0.843,-7.399
109.988,0.413,0.869,0.879,0.816,-9.161
107.949,0.528,0.597,0.693,0.699,-8.468
96.982,0.669,0.159,0.573,0.521,-11.436
135.497,0.262,0.444,0.733,0.224,-13.766
99.995,0.71,0.684,0.721,0.343,-7.946
106.986,0.62,0.547,0.534,0.0124,-6.775
119.92,0.745,0.883,0.826,0.13,-6.091
184.956,0.454,0.62,0.7,0.0372,-8.15
109.363,0.508,0.21,0.701,0.732,-11.643
91.841,0.43,0.104,0.515,0.0102,-9.935
165.187,0.738,0.256,0.252,0.0145,-5.326
125.052,0.742,0.552,0.679,0.036,-7.863
116.731,0.918,0.691,0.489,3.53e-05,-4.502
171.112,0.911,0.498,0.362,0.0336,-5.966
143.991,0.545,0.193,0.556,0.0635,-6.768
75.005,0.894,0.452,0.571,0.0441,-4.561
82.957,0.659,0.075,0.474,0.0125,-4.667
125.632,0.852,0.807,0.664,0.174,-4.996
152.041,0.943,0.605,0.428,0.00162,-4.129
90.025,0.396,0.548,0.732,0.0841,-9.348
176.082,0.931,0.35,0.283,0.00317,-2.986
103.744,0.966,0.289,0.359,1.56e-05,-3.9
94.878,0.873,0.563,0.459,0.00272,-4.121
178.119,0.861,0.7,0.461,0.00322,-3.381
110.029,0.784,0.333,0.335,0.014,-4.161
160.08,0.775,0.214,0.39,0.0073,-3.358
166.07,0.881,0.402,0.474,0.000165,-3.578
157.946,0.921,0.271,0.391,0.0286,-4.159
144.453,0.958,0.587,0.528,0.00299,-2.4
160.046,0.922,0.775,0.537,0.00141,-3.8
161.011,0.908,0.649,0.476,0.00776,-4.569
143.929,0.904,0.688,0.477,1.52e-05,-4.074
153.087,0.835,0.299,0.454,0.000732,-4.642
122.057,0.749,0.575,0.479,0.00453,-5.858
75.038,0.837,0.537,0.455,0.00291,-2.589
147.989,0.898,0.763,0.599,0.000772,-3.265
131.698,0.891,0.495,0.504,0.0473,-5.072
116.03,0.834,0.38,0.563,0.0304,-5.549
133.028,0.892,0.367,0.566,0.000538,-4.979
109.989,0.987,0.357,0.513,0.0034,-4.08
145.091,0.832,0.593,0.5,0.0191,-4.229
103.162,0.987,0.1,0.435,0.000195,-4.667
146.525,0.89,0.716,0.552,0.000143,-3.409
131.094,0.831,0.632,0.528,9.43e-05,-3.607
149.934,0.94,0.505,0.423,0.00166,-4.012
142.034,0.719,0.168,0.457,0.191,-3.921
169.088,0.917,0.563,0.395,0.00143,-6.86
139.51,0.751,0.605,0.522,0.000491,-5.46
82.94,0.671,0.0682,0.474,0.0129,-4.649
87.89,0.636,0.313,0.454,0.00228,-4.731
149.788,0.34,0.0704,0.367,0.755,-7.877
109.864,0.916,0.646,0.518,0.000148,-3.858
140.329,0.69,0.103,0.637,0.417,-3.214
131.251,0.365,0.254,0.526,0.0775,-12.605
114.038,0.702,0.447,0.807,0.307,-6.594
118.515,0.325,0.0775,0.344,0.35,-10.005
142.595,0.501,0.201,0.567,0.0994,-8.038
136.086,0.487,0.599,0.725,0.26,-5.959
77.314,0.4,0.121,0.463,0.643,-9.999
119.873,0.402,0.258,0.651,0.639,-9.303
119.888,0.674,0.302,0.618,0.142,-6.412
130.071,0.532,0.33,0.626,0.296,-7.205
80.948,0.485,0.101,0.545,0.537,-8.045
72.517,0.488,0.283,0.457,0.326,-7.964
133.907,0.37,0.118,0.459,0.565,-8.041
176.984,0.496,0.257,0.438,0.436,-7.905
95.958,0.477,0.241,0.413,0.747,-7.748
83.033,0.535,0.117,0.492,0.187,-7.263
150.454,0.408,0.164,0.295,0.804,-16.632
135.021,0.746,0.47,0.713,0.0402,-4.99
137.482,0.432,0.11,0.464,0.611,-7.024
88.992,0.753,0.509,0.698,0.165,-4.819
119.483,0.333,0.0609,0.436,0.722,-9.869
111.026,0.627,0.235,0.525,0.431,-6.59
91.506,0.579,0.578,0.686,0.131,-8.412
94.897,0.572,0.61,0.572,0.254,-8.324
131.109,0.728,0.809,0.771,0.184,-5.39
104.987,0.394,0.405,0.675,0.0611,-8.539
83.066,0.742,0.353,0.523,0.0697,-5.495
151.518,0.662,0.611,0.815,0.0915,-8.244
83.61,0.458,0.536,0.75,0.226,-9.092
78.239,0.0702,0.265,0.528,0.826,-22.222
119.161,0.281,0.523,0.473,0.97,-11.337
114.782,0.244,0.734,0.73,0.913,-14.235
118.013,0.379,0.365,0.662,0.879,-17.301
71.942,0.124,0.338,0.568,0.792,-17.209
103.979,0.122,0.577,0.715,0.534,-14.933
85.809,0.234,0.324,0.472,0.981,-13.459
81.155,0.331,0.876,0.444,0.931,-15.307
102.598,0.121,0.568,0.599,0.992,-18.501
90.522,0.267,0.437,0.573,0.973,-9.051
115.685,0.288,0.865,0.803,0.865,-15.418
172.417,0.349,0.231,0.595,0.797,-7.902
103.467,0.433,0.566,0.502,0.668,-14.619
99.727,0.416,0.649,0.664,0.815,-8.34
103.783,0.79,0.961,0.599,0.00257,-3.58
94.959,0.623,0.773,0.644,0.0486,-5.946
117.528,0.865,0.677,0.465,0.018,-9.573
126.998,0.92,0.808,0.628,0.00687,-3.252
179.659,0.756,0.76,0.472,0.022,-6.068
127.24,0.706,0.822,0.55,0.00692,-5.552
153.514,0.797,0.336,0.231,0.129,-4.699
119.984,0.798,0.397,0.553,0.00714,-4.102
124.917,0.552,0.757,0.604,0.22,-9.458
143.554,0.659,0.401,0.388,0.312,-7.372
154.198,0.325,0.208,0.381,0.947,-9.972
101.243,0.652,0.742,0.509,0.809,-13.103
141.932,0.399,0.612,0.571,0.766,-11.92
102.03,0.724,0.546,0.487,0.00224,-5.905
77.585,0.492,0.301,0.521,0.689,-9.127
107.953,0.363,0.385,0.672,0.617,-10.368
91.044,0.423,0.439,0.681,0.627,-12.002
105.101,0.519,0.875,0.5,0.179,-9.661
116.221,0.368,0.522,0.657,0.884,-9.978
52.946,0.105,0.231,0.653,0.951,-16.511
139.584,0.124,0.476,0.473,0.942,-13.245
77.143,0.723,0.359,0.301,0.399,-6.808
129.511,0.423,0.223,0.529,0.838,-7.368
135.996,0.471,0.271,0.539,0.77,-9.082
139.842,0.482,0.416,0.463,0.655,-5.676
131.92,0.579,0.362,0.532,0.466,-5.021
130.006,0.253,0.255,0.531,0.847,-9.189
127.981,0.858,0.608,0.704,0.0162,-4.348
169.933,0.573,0.122,0.496,0.232,-7.125
90.949,0.758,0.586,0.636,0.16,-4.034
76.037,0.671,0.207,0.592,0.0152,-5.054
180.059,0.35,0.317,0.436,0.725,-7.237
137.9,0.367,0.356,0.448,0.691,-9.595
144.201,0.68,0.252,0.41,0.496,-3.901
100.008,0.68,0.775,0.601,0.181,-5.456
130.368,0.577,0.587,0.651,0.671,-10.557
149.715,0.773,0.764,0.676,0.267,-8.344
109.462,0.375,0.28,0.662,0.779,-10.601
125.939,0.2,0.18,0.65,0.845,-14.531
139.757,0.404,0.176,0.488,0.693,-7.598
144.798,0.384,0.226,0.308,0.744,-12.652
97.549,0.599,0.367,0.719,0.249,-6.037
128.022,0.45,0.368,0.616,0.772,-11.201
160.0,0.43,0.379,0.619,0.716,-9.716
114.058,0.893,0.977,0.764,0.0381,-5.858
77.956,0.489,0.243,0.489,0.542,-6.625
125.986,0.744,0.962,0.843,0.293,-7.675
78.565,0.363,0.202,0.482,0.806,-10.612
144.692,0.4,0.193,0.513,0.383,-12.346
88.267,0.335,0.322,0.565,0.6,-14.849
181.78,0.358,0.392,0.419,0.713,-13.989
142.425,0.238,0.158,0.5,0.769,-13.304
130.241,0.374,0.199,0.565,0.712,-12.424
70.101,0.376,0.332,0.537,0.687,-14.871
120.999,0.462,0.239,0.443,0.662,-5.205
134.172,0.745,0.498,0.617,0.396,-5.378
74.683,0.422,0.19,0.584,0.742,-5.869
181.047,0.342,0.268,0.234,0.826,-8.566
76.951,0.311,0.369,0.311,0.69,-11.516
152.98,0.892,0.457,0.499,0.0048,-5.172
143.998,0.445,0.152,0.543,0.375,-8.137
89.129,0.539,0.312,0.217,0.0903,-12.261
120.055,0.559,0.683,0.674,0.849,-6.354
139.892,0.552,0.236,0.422,0.661,-8.347
170.021,0.612,0.445,0.375,0.179,-9.085
198.004,0.372,0.242,0.326,0.296,-12.065
110.016,0.609,0.113,0.674,0.267,-9.329
150.04,0.779,0.384,0.269,0.0463,-5.135
103.146,0.86,0.737,0.385,0.714,-7.159
146.046,0.739,0.755,0.679,0.14,-5.319
154.956,0.659,0.803,0.783,0.265,-7.871
167.895,0.92,0.968,0.792,0.403,-4.023
92.0,0.845,0.62,0.771,0.69,-2.194
173.712,0.838,0.835,0.682,0.0555,-5.84
81.022,0.737,0.504,0.736,0.153,-5.819
167.913,0.668,0.781,0.69,0.133,-5.674
89.791,0.674,0.486,0.649,0.0573,-5.854
82.552,0.803,0.894,0.692,0.025,-8.282
175.959,0.826,0.355,0.542,0.056,-5.946
109.965,0.953,0.787,0.762,0.109,-2.482
80.042,0.85,0.789,0.754,0.0542,-4.179
89.972,0.829,0.835,0.783,0.31,-4.759
80.033,0.446,0.545,0.788,0.54,-9.812
80.002,0.446,0.222,0.79,0.656,-9.273
132.96,0.479,0.217,0.542,0.972,-15.033
74.989,0.415,0.326,0.701,0.442,-17.812
139.914,0.487,0.0454,0.655,0.0347,-7.988
150.456,0.307,0.408,0.635,0.676,-16.255
139.993,0.34,0.176,0.714,0.356,-15.571
70.013,0.229,0.127,0.58,0.287,-16.333
85.022,0.562,0.202,0.788,0.466,-14.215
86.008,0.409,0.383,0.789,0.385,-9.087
88.107,0.201,0.4,0.639,0.907,-16.613
141.957,0.276,0.302,0.679,0.487,-19.497
75.082,0.262,0.393,0.733,0.548,-16.316
139.991,0.222,0.148,0.74,0.468,-18.576
71.976,0.547,0.295,0.733,0.301,-5.464
78.738,0.445,0.184,0.491,0.925,-11.999
139.947,0.531,0.164,0.432,0.866,-12.648
124.03,0.495,0.807,0.854,0.52,-11.031
100.023,0.441,0.315,0.656,0.974,-13.217
81.42,0.504,0.263,0.633,0.517,-7.3
115.979,0.433,0.442,0.87,0.965,-12.679
143.968,0.583,0.633,0.757,0.963,-11.469
152.033,0.338,0.377,0.748,0.0418,-13.947
160.004,0.418,0.601,0.715,0.953,-11.517
75.012,0.296,0.339,0.49,0.726,-20.157
87.007,0.425,0.588,0.652,0.875,-12.598
127.159,0.302,0.546,0.548,0.752,-12.869
188.179,0.31,0.395,0.558,0.526,-10.53
140.98,0.313,0.323,0.571,0.96,-15.565
118.009,0.35,0.635,0.811,0.406,-11.318
80.782,0.241,0.417,0.808,0.102,-9.699
108.745,0.382,0.141,0.498,0.643,-11.555
173.988,0.322,0.381,0.624,0.397,-10.949
94.96,0.399,0.231,0.693,0.983,-13.659
127.986,0.26,0.366,0.698,0.697,-19.222
114.046,0.464,0.375,0.782,0.847,-9.616
79.023,0.283,0.47,0.621,0.842,-11.675
76.85,0.157,0.13,0.503,0.527,-15.226
130.006,0.0551,0.194,0.656,0.281,-26.03
128.563,0.147,0.364,0.466,0.529,-21.666
130.54,0.203,0.0391,0.573,0.34,-20.826
124.978,0.66,0.311,0.692,0.796,-7.336
130.062,0.0669,0.236,0.755,0.174,-25.988
129.998,0.246,0.849,0.893,0.014,-20.438
150.104,0.373,0.242,0.769,0.953,-11.036
90.014,0.192,0.437,0.789,0.857,-19.718
80.021,0.208,0.366,0.532,0.933,-17.916
108.038,0.412,0.333,0.648,0.942,-14.207
70.024,0.42,0.0484,0.528,0.477,-12.708
160.02,0.473,0.773,0.695,0.0491,-7.418
79.952,0.248,0.192,0.718,0.567,-16.31
100.054,0.496,0.198,0.653,0.925,-13.809
175.786,0.486,0.36,0.5,0.559,-8.801
74.969,0.285,0.0923,0.64,0.853,-11.467
93.048,0.417,0.59,0.717,0.699,-12.677
150.029,0.449,0.217,0.626,0.124,-9.519
156.078,0.491,0.506,0.67,0.908,-11.226
80.055,0.37,0.143,0.592,0.257,-10.87
154.082,0.526,0.108,0.613,0.669,-9.243
74.983,0.704,0.212,0.694,0.0388,-10.396
136.103,0.632,0.275,0.64,0.941,-8.752
80.001,0.53,0.118,0.619,0.453,-8.98
89.981,0.373,0.246,0.762,0.966,-12.165
147.661,0.499,0.119,0.648,0.55,-9.724
74.987,0.289,0.0715,0.521,0.65,-12.812
170.048,0.42,0.064,0.487,0.624,-9.923
80.014,0.37,0.123,0.777,0.803,-15.109
78.026,0.304,0.171,0.638,0.0664,-11.335
169.92,0.508,0.321,0.534,0.897,-12.056
169.959,0.67,0.398,0.623,0.436,-6.067
87.028,0.309,0.176,0.768,0.236,-14.508
79.993,0.536,0.824,0.669,0.565,-10.684
75.236,0.493,0.37,0.599,0.89,-10.691
149.957,0.259,0.214,0.612,0.196,-11.096
140.025,0.415,0.181,0.664,0.425,-17.534
98.98,0.295,0.2,0.708,0.979,-16.188
150.077,0.298,0.124,0.598,0.293,-16.795
75.004,0.188,0.387,0.634,0.595,-18.921
139.972,0.552,0.388,0.65,0.905,-10.937
170.0,0.585,0.551,0.749,0.302,-14.505
179.961,0.461,0.454,0.564,0.944,-8.1
140.009,0.498,0.0577,0.878,0.0528,-8.624
130.023,0.521,0.533,0.765,0.941,-12.165
75.007,0.413,0.424,0.643,0.117,-10.048
82.47,0.52,0.225,0.674,0.772,-9.925
78.98,0.469,0.321,0.703,0.686,-11.165
100.11,0.465,0.264,0.708,0.934,-12.306
134.996,0.571,0.657,0.845,0.397,-10.541
157.973,0.401,0.418,0.691,0.267,-5.814
159.954,0.555,0.568,0.666,0.273,-12.93
80.041,0.0786,0.568,0.7,0.643,-13.826
159.947,0.547,0.357,0.606,0.782,-11.462
142.534,0.502,0.707,0.673,0.683,-10.53
180.123,0.382,0.12,0.609,0.91,-13.286
140.109,0.455,0.103,0.413,0.548,-9.679
149.998,0.319,0.177,0.675,0.629,-13.757
86.04,0.224,0.483,0.793,0.109,-11.818
145.947,0.469,0.737,0.742,0.45,-8.789
130.018,0.141,0.102,0.542,0.647,-21.456
155.969,0.486,0.354,0.709,0.0459,-11.599
80.014,0.332,0.525,0.744,0.478,-15.331
150.026,0.461,0.667,0.835,0.583,-10.556
145.965,0.592,0.364,0.837,0.107,-5.758
140.094,0.166,0.0396,0.669,0.617,-16.203
135.87,0.457,0.361,0.62,0.59,-9.366
75.198,0.215,0.452,0.551,0.761,-11.565
79.982,0.698,0.636,0.637,0.0493,-8.741
80.663,0.287,0.201,0.652,0.588,-14.555
83.625,0.34,0.481,0.521,0.67,-11.597
142.182,0.208,0.306,0.865,0.962,-12.245
80.064,0.446,0.4,0.643,0.852,-8.373
74.956,0.331,0.462,0.689,0.777,-12.661
142.054,0.321,0.816,0.838,0.91,-16.147
179.911,0.295,0.722,0.616,0.0461,-10.529
147.944,0.441,0.136,0.678,0.401,-11.645
80.041,0.12,0.19,0.663,0.925,-13.662
87.971,0.448,0.38,0.802,0.78,-11.423
80.079,0.197,0.265,0.614,0.579,-10.24
75.028,0.266,0.328,0.662,0.538,-13.209
160.006,0.338,0.588,0.873,0.301,-10.678
82.003,0.244,0.298,0.812,0.536,-7.379
90.041,0.876,0.811,0.774,0.602,-5.808
82.994,0.409,0.336,0.631,0.558,-9.377
80.044,0.357,0.381,0.686,0.367,-8.579
78.809,0.464,0.204,0.532,0.257,-9.558
87.982,0.658,0.585,0.661,0.624,-7.177
159.924,0.409,0.482,0.566,0.891,-13.204
153.944,0.182,0.253,0.59,0.81,-16.658
78.005,0.499,0.622,0.682,0.4,-5.712
85.022,0.25,0.442,0.83,0.512,-12.849
145.996,0.528,0.931,0.739,0.323,-7.861
90.999,0.416,0.785,0.876,0.135,-9.173
71.95,0.395,0.6,0.633,0.778,-10.776
90.013,0.492,0.71,0.764,0.621,-11.604
69.306,0.299,0.165,0.727,0.125,-8.56
83.045,0.585,0.31,0.669,0.167,-12.63
172.026,0.336,0.673,0.701,0.668,-9.385
84.001,0.293,0.334,0.753,0.896,-13.288
76.001,0.184,0.452,0.708,0.375,-16.305
81.003,0.633,0.607,0.711,0.00579,-5.065
93.961,0.37,0.0905,0.452,0.255,-12.219
81.991,0.37,0.222,0.798,0.814,-8.497
84.963,0.322,0.475,0.699,0.391,-12.943
101.973,0.566,0.469,0.83,0.21,-9.317
130.04,0.666,0.28,0.787,0.0713,-8.897
79.155,0.323,0.138,0.529,0.764,-8.363
86.952,0.283,0.419,0.615,0.572,-18.23
80.344,0.381,0.732,0.751,0.299,-11.887
145.826,0.324,0.254,0.604,0.927,-8.465
89.025,0.45,0.512,0.714,0.0743,-15.473
79.008,0.328,0.382,0.748,0.779,-10.095
160.023,0.532,0.651,0.66,0.231,-10.662
85.04,0.379,0.36,0.638,0.825,-10.615
82.038,0.474,0.585,0.603,0.698,-10.741
87.969,0.368,0.26,0.624,0.0737,-7.873
163.97,0.434,0.477,0.817,0.0696,-8.146
81.999,0.347,0.456,0.691,0.605,-9.811
150.066,0.313,0.224,0.729,0.808,-17.297
132.157,0.435,0.688,0.777,0.47,-11.81
80.99,0.166,0.543,0.735,0.661,-16.977
81.05,0.471,0.765,0.75,0.0651,-7.96
87.026,0.344,0.652,0.662,0.351,-9.933
80.002,0.434,0.711,0.733,0.776,-9.508
83.935,0.505,0.418,0.692,0.339,-10.187
83.967,0.463,0.581,0.796,0.583,-10.058
89.026,0.361,0.322,0.8,0.613,-10.884
160.64,0.199,0.629,0.604,0.543,-16.086
145.978,0.261,0.533,0.735,0.855,-17.488
84.223,0.354,0.432,0.472,0.915,-12.653
119.974,0.56,0.341,0.558,0.775,-10.187
87.982,0.367,0.646,0.724,0.664,-11.658
76.006,0.469,0.675,0.679,0.667,-8.232
74.009,0.324,0.617,0.733,0.581,-12.706
90.028,0.389,0.472,0.742,0.111,-8.445
153.874,0.372,0.168,0.57,0.62,-13.45
86.018,0.45,0.232,0.759,0.541,-6.894
161.432,0.317,0.236,0.392,0.671,-9.573
79.99,0.277,0.396,0.756,0.325,-12.488
135.018,0.282,0.602,0.77,0.855,-12.155
88.987,0.507,0.389,0.427,0.084,-11.649
91.992,0.455,0.696,0.854,0.241,-10.786
84.035,0.33,0.215,0.591,0.222,-10.195
77.446,0.46,0.82,0.46,0.0411,-12.532
83.003,0.323,0.371,0.634,0.894,-11.306
85.197,0.449,0.333,0.64,0.184,-8.37
80.898,0.534,0.543,0.815,0.383,-7.975
79.607,0.312,0.39,0.572,0.615,-12.619
135.589,0.521,0.781,0.537,0.622,-11.083
140.801,0.279,0.0576,0.325,0.899,-11.924
119.991,0.531,0.838,0.756,0.318,-11.627
143.932,0.585,0.495,0.645,0.37,-9.493
111.979,0.408,0.192,0.753,0.361,-10.123
82.996,0.607,0.406,0.544,0.206,-7.942
172.113,0.287,0.288,0.709,0.437,-12.301
97.008,0.599,0.776,0.798,0.216,-5.124
119.007,0.558,0.604,0.831,0.706,-7.557
136.018,0.493,0.432,0.706,0.683,-8.792
77.937,0.592,0.365,0.608,0.469,-9.642
83.991,0.268,0.246,0.246,0.734,-9.725
100.015,0.276,0.744,0.7,0.346,-10.16
139.565,0.431,0.481,0.658,0.548,-10.104
76.032,0.387,0.604,0.635,0.172,-8.967
98.011,0.577,0.239,0.736,0.226,-6.61
82.019,0.636,0.672,0.582,0.0502,-9.767
100.009,0.716,0.709,0.785,0.0889,-5.797
151.964,0.498,0.723,0.697,0.29,-10.846
98.017,0.63,0.57,0.688,0.535,-8.226
91.039,0.68,0.62,0.654,0.242,-8.052
96.994,0.654,0.787,0.7,0.213,-9.446
87.721,0.707,0.646,0.638,0.295,-7.971
180.099,0.422,0.473,0.741,0.667,-11.206
73.972,0.491,0.317,0.542,0.0833,-9.353
91.016,0.801,0.623,0.695,0.093,-6.778
85.02,0.509,0.414,0.691,0.612,-9.963
77.086,0.402,0.584,0.529,0.205,-11.616
123.922,0.413,0.304,0.78,0.548,-13.292
146.977,0.071,0.0602,0.159,0.911,-27.109
133.166,0.012,0.744,0.324,0.986,-39.19
139.169,0.0424,0.0354,0.166,0.888,-31.01
209.852,0.0616,0.279,0.387,0.99,-23.838
77.122,0.112,0.161,0.118,0.993,-25.741
65.876,0.0124,0.0908,0.19,0.988,-39.77
72.674,0.0497,0.073,0.18,0.981,-30.856
140.96,0.0388,0.117,0.19,0.994,-34.654
165.638,0.0642,0.322,0.263,0.995,-22.824
87.315,0.0411,0.0356,0.184,0.619,-34.094
130.244,0.0304,0.114,0.219,0.909,-35.2
104.541,0.0217,0.223,0.278,0.98,-37.438
119.951,0.71,0.578,0.702,0.082,-7.118
120.955,0.718,0.615,0.669,0.0886,-7.782
113.945,0.57,0.527,0.644,0.484,-6.994
100.987,0.68,0.646,0.689,0.321,-7.196
116.016,0.841,0.712,0.769,0.114,-5.365
118.001,0.685,0.116,0.763,0.36,-7.185
104.961,0.653,0.248,0.629,0.00345,-5.631
104.991,0.742,0.136,0.646,0.0224,-4.96
114.981,0.8,0.219,0.641,0.0118,-5.591
120.028,0.67,0.528,0.654,0.149,-10.393
115.014,0.577,0.301,0.632,0.58,-12.89
124.015,0.592,0.387,0.821,0.213,-11.013
114.083,0.64,0.197,0.616,0.0846,-9.925
119.971,0.741,0.563,0.806,0.0234,-6.362
117.998,0.68,0.117,0.673,0.542,-11.444
120.021,0.739,0.833,0.749,0.025,-6.669
107.993,0.862,0.396,0.645,0.00736,-3.887
119.947,0.572,0.125,0.644,0.541,-9.504
118.023,0.497,0.299,0.79,0.248,-13.007
130.005,0.647,0.453,0.711,0.733,-8.589
116.063,0.635,0.278,0.609,0.215,-7.151
124.924,0.702,0.539,0.651,0.0256,-7.833
121.981,0.686,0.301,0.813,0.034,-7.593
116.027,0.621,0.556,0.65,0.566,-9.761
117.849,0.585,0.739,0.797,0.451,-5.854
115.024,0.872,0.131,0.726,0.356,-7.128
118.023,0.762,0.259,0.753,0.128,-7.119
115.014,0.723,0.494,0.834,0.196,-10.475
119.994,0.631,0.43,0.81,0.51,-7.543
120.997,0.665,0.677,0.836,0.308,-5.779
107.978,0.624,0.339,0.788,0.0991,-6.017
117.05,0.387,0.528,0.791,0.482,-9.6
109.854,0.579,0.299,0.61,0.11,-7.749
115.005,0.727,0.419,0.711,0.186,-5.244
120.087,0.638,0.234,0.675,0.142,-6.141
109.998,0.669,0.0681,0.65,0.196,-10.262
89.875,0.609,0.188,0.529,0.171,-5.574
106.995,0.663,0.806,0.72,0.387,-9.749
125.035,0.626,0.943,0.818,0.185,-5.991
120.023,0.748,0.683,0.654,0.427,-7.096
124.061,0.738,0.496,0.665,0.133,-6.136
117.973,0.802,0.372,0.572,0.119,-6.982
120.114,0.679,0.438,0.715,0.517,-5.263
115.887,0.611,0.419,0.655,0.649,-7.325
120.025,0.748,0.618,0.785,0.121,-6.674
109.969,0.796,0.26,0.83,0.385,-7.276
117.991,0.887,0.804,0.649,0.0304,-5.021
119.943,0.681,0.181,0.675,0.0494,-8.669
114.99,0.544,0.619,0.786,0.0512,-13.053
117.026,0.638,0.427,0.789,0.171,-7.515
106.001,0.215,0.101,0.624,0.518,-19.026
119.997,0.711,0.312,0.616,0.167,-8.48
123.074,0.769,0.329,0.666,0.11,-5.946
136.045,0.553,0.056,0.678,0.787,-9.38
117.974,0.764,0.633,0.727,0.413,-6.074
123.006,0.606,0.314,0.567,0.0801,-6.543
127.938,0.688,0.214,0.608,0.0554,-8.597
74.973,0.951,0.4,0.772,0.0634,-3.375
130.085,0.88,0.523,0.588,0.0243,-5.15
126.056,0.831,0.673,0.785,0.0038,-3.681
119.984,0.8,0.925,0.724,0.0103,-5.468
131.988,0.785,0.85,0.731,0.0155,-4.08
170.098,0.74,0.419,0.566,0.0352,-8.614
129.996,0.951,0.164,0.538,1.02e-05,-6.235
100.006,0.972,0.0338,0.524,0.000419,-6.098
100.024,0.637,0.115,0.66,0.0273,-7.467
96.099,0.305,0.197,0.514,0.152,-11.243
127.992,0.919,0.511,0.476,5.19e-06,-7.402
100.005,0.573,0.108,0.615,0.0471,-12.881
168.083,0.458,0.0754,0.338,0.0011,-8.574
110.04,0.922,0.228,0.508,3.59e-06,-6.43
120.003,0.977,0.176,0.441,2.08e-05,-5.87
169.956,0.495,0.432,0.595,0.00614,-10.062
94.968,0.952,0.22,0.451,1.83e-05,-5.62
176.048,0.677,0.28,0.419,0.0127,-6.328
105.027,0.581,0.209,0.667,0.103,-7.847
100.0,0.707,0.126,0.518,0.0394,-9.234
180.017,0.25,0.269,0.459,0.735,-18.501
105.003,0.972,0.0619,0.552,1.55e-05,-6.147
93.368,0.678,0.438,0.614,0.264,-7.829
94.07,0.618,0.216,0.585,0.125,-6.814
90.002,0.522,0.328,0.555,0.413,-6.168
92.003,0.792,0.235,0.548,0.0113,-9.04
94.997,0.513,0.116,0.495,0.534,-11.548
173.732,0.0586,0.0351,0.196,0.781,-29.575
127.499,0.4,0.191,0.511,0.96,-14.1
166.07,0.874,0.301,0.519,0.0535,-6.908
99.985,0.935,0.278,0.498,0.000256,-7.171
149.979,0.651,0.162,0.494,0.0819,-4.127
115.039,0.75,0.349,0.745,0.004,-7.357
144.061,0.747,0.239,0.47,0.0468,-6.362
119.988,0.665,0.0758,0.406,0.172,-7.903
140.086,0.746,0.17,0.52,0.176,-5.01
145.012,0.876,0.0726,0.495,0.00333,-5.494
149.955,0.881,0.584,0.614,0.00291,-3.935
90.054,0.662,0.365,0.679,0.151,-5.861
143.985,0.706,0.181,0.428,0.0203,-5.345
150.088,0.763,0.43,0.57,0.0857,-4.137
150.0,0.872,0.531,0.648,0.0328,-4.228
94.056,0.602,0.555,0.753,0.052,-6.326
129.043,0.903,0.0681,0.65,0.0655,-5.478
126.026,0.46,0.215,0.769,0.338,-11.988
125.007,0.9,0.0376,0.605,0.00888,-6.847
121.002,0.781,0.215,0.79,0.511,-9.915
123.016,0.615,0.758,0.8,0.00251,-8.686
123.877,0.715,0.0327,0.611,0.625,-10.448
120.069,0.633,0.0938,0.692,0.164,-8.513
124.006,0.751,0.0994,0.751,0.0479,-10.263
133.978,0.927,0.383,0.447,0.0559,-6.189
123.029,0.889,0.0474,0.559,0.169,-9.952
129.985,0.44,0.179,0.821,0.291,-10.612
120.052,0.545,0.539,0.829,0.0757,-9.541
122.005,0.762,0.251,0.734,0.0261,-7.013
123.031,0.898,0.325,0.661,0.00167,-3.562
123.003,0.79,0.054,0.608,0.581,-9.68
114.991,0.571,0.285,0.725,0.106,-9.183
123.806,0.646,0.689,0.654,0.368,-7.197
120.997,0.338,0.333,0.674,0.679,-18.251
120.056,0.498,0.108,0.65,0.572,-8.835
124.011,0.729,0.157,0.555,0.151,-9.798
125.014,0.342,0.036,0.789,0.704,-15.726
120.971,0.75,0.142,0.565,0.134,-9.046
120.021,0.564,0.308,0.772,0.584,-11.577
123.846,0.542,0.163,0.279,0.47,-11.962
122.027,0.458,0.442,0.65,0.801,-13.202
125.998,0.74,0.166,0.674,0.515,-9.138
120.021,0.837,0.152,0.625,0.277,-6.202
122.022,0.575,0.0394,0.578,0.000457,-11.284
111.967,0.422,0.193,0.7,0.523,-14.276
120.0,0.946,0.133,0.665,0.00186,-5.215
